Title 	 NE
: 	 $.
Der 	 ART
persönlichste 	 ADJA
Entscheid 	 NN
von 	 APPR
allen 	 PIAT

 	 _SP
Author 	 NN
: 	 $.
Susanne 	 NE
Wenger 	 NE

 	 _SP
Abstract 	 NE
: 	 $.
Wann 	 PWAV
und 	 KON
wie 	 PWAV
wir 	 PPER
sterben 	 VVFIN
, 	 $,
ist 	 VAFIN
in 	 APPR
der 	 ART
hochentwickelten 	 ADJA
Medizin 	 NN
nicht 	 PTKNEG
mehr 	 ADV
nur 	 ADV
Schicksal 	 NN
, 	 $,
sondern 	 KON
auch 	 ADV
Folge 	 NN
von 	 APPR
Entscheiden 	 NN
. 	 $.
Diese 	 PDS
werden 	 VAFIN
noch 	 ADV
selten 	 ADJD
bewusst 	 ADJD
gestaltet 	 VVPP
. 	 $.

 	 _SP

 	 _SP
Patient 	 NN
, 	 $,
97 	 CARD
Jahre 	 NN
, 	 $,
Polymorbidität 	 NN
im 	 APPRART
Alter 	 NN
( 	 $(
Frailty 	 NN
) 	 $(
. 	 $.
Aus 	 APPR
dem 	 ART
Forschungsprojekt 	 NN
« 	 $(
Sterbewünsche 	 NN
bei 	 APPR
Menschen 	 NN
in 	 APPR
schwerer 	 ADJA
Krankheit 	 NN
» 	 $(
der 	 ART
Palliativmedizinerin 	 NN
Heike 	 NE
Gudat 	 NN
. 	 $.

 	 _SP
Es 	 PPER
dauerte 	 VVFIN
13 	 CARD
Tage 	 NN
, 	 $,
bis 	 KOUS
Terri 	 NE
Schiavo 	 NE
starb 	 VVFIN
. 	 $.
Die 	 ART
Ärzte 	 NN
hatten 	 VAFIN
ihr 	 PPER
zuvor 	 ADV
die 	 ART
Ernährungssonde 	 NN
entfernt 	 ADJD
. 	 $.
15 	 CARD
Jahre 	 NN
lang 	 ADJD
lag 	 VVFIN
die 	 ART
41-Jährige 	 NN
aus 	 APPR
Florida 	 NE
nach 	 APPR
einem 	 ART
Herzstillstand 	 NN
mit 	 APPR
Hirnschädigung 	 NN
im 	 APPRART
Wachkoma 	 NN
. 	 $.
Ihrem 	 PPOSAT
Tod 	 NN
Ende 	 NN
März 	 NN
2005 	 CARD
ging 	 VVFIN
